source_root,task_id,task_name,trial_name,batch_path,raw_relative_path,trajectory_kind,trajectory_relative_path,manifest_relative_path,manifest_sha256,session_id,run_id,trajectory_status,product_terminal_status,trajectory_event_count,trajectory_file_count,verifier_reward,started_at,finished_at
astra-c0-rerun-from-scratch-33,polyglot-rust-c,terminal-bench/polyglot-rust-c,polyglot-rust-c__MxGEeoh,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__23-38-33,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__23-38-33/polyglot-rust-c__MxGEeoh,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__23-38-33/polyglot-rust-c__MxGEeoh/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__23-38-33/polyglot-rust-c__MxGEeoh/agent/astra-trajectory/manifest.json,83cd396406d95696dfb3285a384acc9799fda4b9bf68fec130549929de8aa183,22d9e367-a365-4eb7-aba8-7e88e058a459,7434557a-8627-4577-87a4-691bd3fae9b0,complete,failed,96,5,0,2026-08-02T15:38:34.130759Z,2026-08-02T16:05:37.546245Z
astra-c0-rerun-from-scratch-33,cancel-async-tasks,terminal-bench/cancel-async-tasks,cancel-async-tasks__4fjo42J,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-05-42,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-05-42/cancel-async-tasks__4fjo42J,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-05-42/cancel-async-tasks__4fjo42J/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-05-42/cancel-async-tasks__4fjo42J/agent/astra-trajectory/manifest.json,15fe1ba4a29e5277fe45407678c2e5f024485585a10f9e2e8a33bce607e10f17,c82faf32-9af5-4443-96dc-3a0f247a9d55,b1b4820e-ac72-41aa-8978-9fa0ce0bba26,partial,completed,24,6,0,2026-08-02T16:05:42.868397Z,2026-08-02T16:09:41.176982Z
astra-c0-rerun-from-scratch-33,write-compressor,terminal-bench/write-compressor,write-compressor__hXHvyBd,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-09-45,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-09-45/write-compressor__hXHvyBd,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-09-45/write-compressor__hXHvyBd/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-09-45/write-compressor__hXHvyBd/agent/astra-trajectory/manifest.json,73d3a64bcba89dcc332e62f3b5fc9bfa993a3a14cb0207770de65b9b48a1b34f,4ad70b98-fde6-4cc9-8f48-7d4da103ba2a,8b25b0d5-b782-46a4-a1b2-43793658d8c1,complete,failed,82,5,0,2026-08-02T16:09:45.798244Z,2026-08-02T16:33:24.920388Z
astra-c0-rerun-from-scratch-33,sparql-university,terminal-bench/sparql-university,sparql-university__n8f4yNS,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-33-29,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-33-29/sparql-university__n8f4yNS,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-33-29/sparql-university__n8f4yNS/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-33-29/sparql-university__n8f4yNS/agent/astra-trajectory/manifest.json,114ca8f8d2f93acb2deeeaf88ea74e9f4072203319fae80b0ba884286b6316ed,a255f397-4204-4b44-b083-0aa7d10b5695,9c71401a-261d-468f-8791-bb8a6d04314c,partial,completed,88,6,1,2026-08-02T16:33:30.198364Z,2026-08-02T16:47:11.641062Z
astra-c0-rerun-from-scratch-33,model-extraction-relu-logits,terminal-bench/model-extraction-relu-logits,model-extraction-relu-logits__S8Ng7R3,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-47-16,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-47-16/model-extraction-relu-logits__S8Ng7R3,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-47-16/model-extraction-relu-logits__S8Ng7R3/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__00-47-16/model-extraction-relu-logits__S8Ng7R3/agent/astra-trajectory/manifest.json,60ac8d3bb258ca7ef2cb67c1af74465645fbb5e482fceec8f328def8c78ad32d,8432ce6a-8749-4445-a0e8-d56abea198c7,6bd80e8c-828e-4cf8-a5a7-a524681049e5,partial,completed,89,5,0,2026-08-02T16:47:16.653880Z,2026-08-02T17:06:00.367540Z
astra-c0-rerun-from-scratch-33,pytorch-model-cli,terminal-bench/pytorch-model-cli,pytorch-model-cli__kGRhsUq,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-06-04,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-06-04/pytorch-model-cli__kGRhsUq,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-06-04/pytorch-model-cli__kGRhsUq/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-06-04/pytorch-model-cli__kGRhsUq/agent/astra-trajectory/manifest.json,3758f2a4d591da80be1a545efb9e1d7cb6807059b4bce2c57b922ba78a6a107e,e47ac8e4-85f2-4d74-9b7e-9532b33ad240,8e3a4018-54aa-4454-8d8e-f40bfa971ba9,partial,completed,95,6,1,2026-08-02T17:06:05.601582Z,2026-08-02T17:15:11.503764Z
astra-c0-rerun-from-scratch-33,hf-model-inference,terminal-bench/hf-model-inference,hf-model-inference__WnwC9qD,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-15-16,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-15-16/hf-model-inference__WnwC9qD,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-15-16/hf-model-inference__WnwC9qD/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-15-16/hf-model-inference__WnwC9qD/agent/astra-trajectory/manifest.json,4682d997ec8f259e1e653bf13793c0d992039a75299c743bd23862ee3b48767c,c30250ff-5c9f-4a44-aabb-388b8131b0d1,47ee3021-6366-4a83-8a21-f247cf2b31b4,partial,completed,119,6,0,2026-08-02T17:15:16.844334Z,2026-08-02T17:21:32.542757Z
astra-c0-rerun-from-scratch-33,large-scale-text-editing,terminal-bench/large-scale-text-editing,large-scale-text-editing__DvUq3a2,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-21-36,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-21-36/large-scale-text-editing__DvUq3a2,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-21-36/large-scale-text-editing__DvUq3a2/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-21-36/large-scale-text-editing__DvUq3a2/agent/astra-trajectory/manifest.json,09ab2e409db3cdbd4d932afd999d9deb0acf17dd2c137492a78fcb7c3d87a9de,583271b8-7e3a-4cbf-803f-83facd155bde,1f31047f-94b9-4ac0-9ca4-e563af68d552,partial,completed,39,6,1,2026-08-02T17:21:37.225065Z,2026-08-02T17:29:56.248632Z
astra-c0-rerun-from-scratch-33,dna-assembly,terminal-bench/dna-assembly,dna-assembly__eBo7G6H,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-30-00,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-30-00/dna-assembly__eBo7G6H,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-30-00/dna-assembly__eBo7G6H/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-30-00/dna-assembly__eBo7G6H/agent/astra-trajectory/manifest.json,c35ab0400eb65fbdbfe4cd59ff385433dc05acace421bb87ba0126ef5ef80cca,e7a368e2-fcad-4450-aee1-fe1afda3c91e,07936cd7-fb58-47c3-9dce-963ba47d1295,partial,completed,155,5,0,2026-08-02T17:30:01.179849Z,2026-08-02T17:51:32.078135Z
astra-c0-rerun-from-scratch-33,feal-linear-cryptanalysis,terminal-bench/feal-linear-cryptanalysis,feal-linear-cryptanalysis__Xs63wkT,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-51-36,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-51-36/feal-linear-cryptanalysis__Xs63wkT,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-51-36/feal-linear-cryptanalysis__Xs63wkT/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-51-36/feal-linear-cryptanalysis__Xs63wkT/agent/astra-trajectory/manifest.json,4591003767925cb07580007faea7a1cbd477024776e5c92a63f241987acc07f2,4e1cfca7-e9ab-4a6b-b2ab-6038e0a9906c,19477d2a-350b-4375-b743-6d54c4221625,partial,completed,134,7,1,2026-08-02T17:51:37.409850Z,2026-08-02T18:20:46.238441Z
astra-c0-rerun-from-scratch-33,mteb-retrieve,terminal-bench/mteb-retrieve,mteb-retrieve__Th7fZH6,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__02-20-50,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__02-20-50/mteb-retrieve__Th7fZH6,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__02-20-50/mteb-retrieve__Th7fZH6/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__02-20-50/mteb-retrieve__Th7fZH6/agent/astra-trajectory/manifest.json,e847ac9cc90130826de41d281109f6a27bd96fadefa613ffa4de41bceb5e60df,a2d37c9e-ff58-42f2-8aa2-add7953d45c9,ac7dfd6c-c462-4226-a17f-1273a83e3a22,partial,completed,163,7,1,2026-08-02T18:20:51.089646Z,2026-08-02T18:50:42.522054Z
astra-c0-rerun-from-scratch-33,make-mips-interpreter,terminal-bench/make-mips-interpreter,make-mips-interpreter__3pmWNgQ,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__10-22-52,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__10-22-52/make-mips-interpreter__3pmWNgQ,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__10-22-52/make-mips-interpreter__3pmWNgQ/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__10-22-52/make-mips-interpreter__3pmWNgQ/agent/astra-trajectory/manifest.json,054087a2a4b4d61b3a15bf7771b1fdd465044d7e2a3e9e6fe9e305a66cf11b13,b0265a37-e5e3-4e6b-91f2-de2ee2d62155,f51cdedb-d642-4e33-abbe-c52fb5ef02c0,partial,completed,239,6,0,2026-08-03T02:22:53.632217Z,2026-08-03T03:07:32.727461Z
astra-c0-rerun-from-scratch-33,circuit-fibsqrt,terminal-bench/circuit-fibsqrt,circuit-fibsqrt__bCZJk4C,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__11-07-37,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__11-07-37/circuit-fibsqrt__bCZJk4C,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__11-07-37/circuit-fibsqrt__bCZJk4C/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__11-07-37/circuit-fibsqrt__bCZJk4C/agent/astra-trajectory/manifest.json,cd5513be46f1ce2a6cf625b46973e097af40a3d8667e2bceeb782ea6bc7af87a,83c3aaae-27a2-48d0-8925-860010089374,aa743c10-5b6b-449b-89d4-294effa36e56,complete,failed,152,6,0,2026-08-03T03:07:38.588269Z,2026-08-03T03:35:28.468177Z
astra-c0-rerun-from-scratch-33,video-processing,terminal-bench/video-processing,video-processing__dmjKwBT,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__11-35-33,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__11-35-33/video-processing__dmjKwBT,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__11-35-33/video-processing__dmjKwBT/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__11-35-33/video-processing__dmjKwBT/agent/astra-trajectory/manifest.json,d7eb53a1b00163ba5a90d48fd663cee16b0a766bc697db527723b09d693ff88b,260fe0b0-9192-4d38-847c-fda5f3db1377,4f5e64ca-bfb7-49ee-88a1-ff4f3d28be5b,complete,failed,197,8,0,2026-08-03T03:35:34.170240Z,2026-08-03T04:25:59.509618Z
astra-c0-rerun-from-scratch-33,make-doom-for-mips,terminal-bench/make-doom-for-mips,make-doom-for-mips__LTHmSGk,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__12-26-04,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__12-26-04/make-doom-for-mips__LTHmSGk,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__12-26-04/make-doom-for-mips__LTHmSGk/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__12-26-04/make-doom-for-mips__LTHmSGk/agent/astra-trajectory/manifest.json,8694691a0b25fa188650d9b3e582393c11079c1575833d5fe088b8524fe110b5,f2ec96d0-a5c7-42cf-b014-122554aac10a,26e2db97-24f6-4338-9f49-f4f2524579ea,complete,adapter_infra_error,180,5,0,2026-08-03T04:26:04.760042Z,2026-08-03T05:01:33.079701Z
astra-c0-rerun-from-scratch-33,dna-insert,terminal-bench/dna-insert,dna-insert__CxCpvgu,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__13-01-37,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__13-01-37/dna-insert__CxCpvgu,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__13-01-37/dna-insert__CxCpvgu/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__13-01-37/dna-insert__CxCpvgu/agent/astra-trajectory/manifest.json,937fc9dea12075d3b316eab764956691448c95c07676a3f35675d8d79cbdcf01,f45e3da9-cd4b-4e63-bf51-8e7ea4709fbc,17a0ec51-801f-4041-92b8-e9be88032a24,partial,completed,76,6,0,2026-08-03T05:01:38.440962Z,2026-08-03T05:14:55.575702Z
astra-c0-rerun-from-scratch-33,train-fasttext,terminal-bench/train-fasttext,train-fasttext__DmjqdTq,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__13-15-00,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__13-15-00/train-fasttext__DmjqdTq,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__13-15-00/train-fasttext__DmjqdTq/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__13-15-00/train-fasttext__DmjqdTq/agent/astra-trajectory/manifest.json,10a33e61bb4d57913f998a929040bf17725dec43ee6ba01243da87028f6ff0d8,a945945e-4ae9-4d1a-8d9a-a388a54effc9,2996754d-72a1-465b-ba6b-052c73dc65e9,missing,adapter_infra_error,0,24,,2026-08-03T05:15:01.237415Z,2026-08-03T07:19:06.582581Z
astra-c0-rerun-from-scratch-33,qemu-startup,terminal-bench/qemu-startup,qemu-startup__qvWN54g,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-19-11,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-19-11/qemu-startup__qvWN54g,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-19-11/qemu-startup__qvWN54g/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-19-11/qemu-startup__qvWN54g/agent/astra-trajectory/manifest.json,6686530106c194be805f8dc6c5f684e5b86add8bd5a18ac9380a7dd10e7a81cf,f1f2c2ee-c1b7-4d6c-a717-e6aaec55b631,27439d0f-9dfc-49ce-8e40-f282c6b884bb,complete,adapter_infra_error,138,8,0,2026-08-03T07:19:11.792031Z,2026-08-03T07:54:32.242547Z
astra-c0-rerun-from-scratch-33,qemu-alpine-ssh,terminal-bench/qemu-alpine-ssh,qemu-alpine-ssh__rtMNrJE,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-54-38,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-54-38/qemu-alpine-ssh__rtMNrJE,astra-session-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-54-38/qemu-alpine-ssh__rtMNrJE/agent/astra-trajectory,astra/runs/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-54-38/qemu-alpine-ssh__rtMNrJE/agent/astra-trajectory/manifest.json,3c6f053af379293bb135367aa3068b782120e2d5f90a16d5a85facfd4dd36a6b,6914fd2b-9869-4f0d-a975-01bd98683670,3086ddb0-19e5-48a4-8f37-bd14f1c1e110,complete,adapter_infra_error,164,7,1,2026-08-03T07:54:39.666806Z,2026-08-03T08:19:55.573890Z
